chr	start	end	strand	gene_id	transcript_id	gene_name	gene_biotype	transcript_biotype
XV	855147	860258	-	YOR290C	YOR290C_mRNA	SNF2	protein_coding	protein_coding
XV	861175	865593	+	YOR291W	YOR291W_mRNA	YOR291W	protein_coding	protein_coding
XV	865653	866582	-	YOR292C	YOR292C_mRNA	YOR292C	protein_coding	protein_coding
XV	867098	867852	+	YOR293W	YOR293W_mRNA	RPS10A	protein_coding	protein_coding
XV	867998	868147	-	YOR293C-A	YOR293C-A_mRNA	YOR293C-A	protein_coding	protein_coding
XV	868340	868951	+	YOR294W	YOR294W_mRNA	YOR294W	protein_coding	protein_coding
XV	869208	869894	+	YOR295W	YOR295W_mRNA	YOR295W	protein_coding	protein_coding
XV	870202	874071	+	YOR296W	YOR296W_mRNA	YOR296W	protein_coding	protein_coding
XV	874743	875321	-	YOR297C	YOR297C_mRNA	YOR297C	protein_coding	protein_coding
XV	875599	877038	+	YOR298W	YOR298W_mRNA	YOR298W	protein_coding	protein_coding
XV	877230	877685	-	YOR298C-A	YOR298C-A_mRNA	MBF1	protein_coding	protein_coding
XV	878435	880675	+	YOR299W	YOR299W_mRNA	YOR299W	protein_coding	protein_coding
XV	880575	880883	+	YOR300W	YOR300W_mRNA	YOR300W	protein_coding	protein_coding
XV	880965	882272	+	YOR301W	YOR301W_mRNA	YOR301W	protein_coding	protein_coding
XV	882765	882842	+	YOR302W	YOR302W_mRNA	YOR302W	protein_coding	protein_coding
XV	882899	884134	+	YOR303W	YOR303W_mRNA	YOR303W	protein_coding	protein_coding
XV	884514	887876	+	YOR304W	YOR304W_mRNA	YOR304W	protein_coding	protein_coding
XV	888520	888750	-	YOR304C-A	YOR304C-A_mRNA	YOR304C-A	protein_coding	protein_coding
XV	889022	889750	+	YOR305W	YOR305W_mRNA	YOR305W	protein_coding	protein_coding
XV	889867	891432	-	YOR306C	YOR306C_mRNA	YOR306C	protein_coding	protein_coding
XV	892731	894092	-	YOR307C	YOR307C_mRNA	YOR307C	protein_coding	protein_coding
XV	894624	896387	-	YOR308C	YOR308C_mRNA	YOR308C	protein_coding	protein_coding
XV	896698	897078	-	YOR309C	YOR309C_mRNA	YOR309C	protein_coding	protein_coding
XV	896825	898360	-	YOR310C	YOR310C_mRNA	NOP58	protein_coding	protein_coding
XV	899056	899928	-	YOR311C	YOR311C_mRNA	DGK1	protein_coding	protein_coding
XV	900250	900767	-	YOR312C	YOR312C_mRNA	RPL20B	protein_coding	protein_coding
XV	901858	902874	-	YOR313C	YOR313C_mRNA	YOR313C	protein_coding	protein_coding
XV	903043	903372	+	YOR314W	YOR314W_mRNA	YOR314W	protein_coding	protein_coding
XV	904458	904568	+	YOR314W-A	YOR314W-A_mRNA	YOR314W-A	protein_coding	protein_coding
XV	904760	905800	+	YOR315W	YOR315W_mRNA	YOR315W	protein_coding	protein_coding
XV	906236	907555	-	YOR316C	YOR316C_mRNA	YOR316C	protein_coding	protein_coding
XV	907726	907935	-	YOR316C-A	YOR316C-A_mRNA	YOR316C-A	protein_coding	protein_coding
XV	909343	911445	+	YOR317W	YOR317W_mRNA	YOR317W	protein_coding	protein_coding
XV	911784	912436	-	YOR318C	YOR318C_mRNA	YOR318C	protein_coding	protein_coding
XV	912822	913463	+	YOR319W	YOR319W_mRNA	YOR319W	protein_coding	protein_coding
XV	913619	915094	-	YOR320C	YOR320C_mRNA	YOR320C	protein_coding	protein_coding
XV	916030	918291	+	YOR321W	YOR321W_mRNA	YOR321W	protein_coding	protein_coding
XV	918606	921062	-	YOR322C	YOR322C_mRNA	LDB19	protein_coding	protein_coding
XV	921535	922905	-	YOR323C	YOR323C_mRNA	YOR323C	protein_coding	protein_coding
XV	923232	925040	-	YOR324C	YOR324C_mRNA	FRT1	protein_coding	protein_coding
XV	924577	925050	+	YOR325W	YOR325W_mRNA	YOR325W	protein_coding	protein_coding
XV	925721	930445	+	YOR326W	YOR326W_mRNA	MYO2	protein_coding	protein_coding
XV	930734	931081	-	YOR327C	YOR327C_mRNA	YOR327C	protein_coding	protein_coding
XV	931803	936497	+	YOR328W	YOR328W_mRNA	YOR328W	protein_coding	protein_coding
XV	936731	939349	-	YOR329C	YOR329C_mRNA	SCD5	protein_coding	protein_coding
XV	939348	939557	+	YOR329W-A	YOR329W-A_mRNA	YOR329W-A	protein_coding	protein_coding
XV	939621	943385	-	YOR330C	YOR330C_mRNA	MIP1	protein_coding	protein_coding
XV	943565	944122	-	YOR331C	YOR331C_mRNA	YOR331C	protein_coding	protein_coding
XV	943656	944357	+	YOR332W	YOR332W_mRNA	YOR332W	protein_coding	protein_coding
XV	944541	944957	-	YOR333C	YOR333C_mRNA	YOR333C	protein_coding	protein_coding
XV	944596	946008	+	YOR334W	YOR334W_mRNA	YOR334W	protein_coding	protein_coding
XV	946233	949109	-	YOR335C	YOR335C_mRNA	ALA1	protein_coding	protein_coding
XV	946568	946648	+	YOR335W-A	YOR335W-A_mRNA	YOR335W-A	protein_coding	protein_coding
XV	949773	953870	+	YOR336W	YOR336W_mRNA	YOR336W	protein_coding	protein_coding
XV	954344	956623	+	YOR337W	YOR337W_mRNA	YOR337W	protein_coding	protein_coding
XV	956898	957989	+	YOR338W	YOR338W_mRNA	YOR338W	protein_coding	protein_coding
XV	958362	958832	-	YOR339C	YOR339C_mRNA	YOR339C	protein_coding	protein_coding
XV	959202	960182	-	YOR340C	YOR340C_mRNA	RPA43	protein_coding	protein_coding
XV	960987	965981	+	YOR341W	YOR341W_mRNA	RPA190	protein_coding	protein_coding
XV	966666	967625	-	YOR342C	YOR342C_mRNA	YOR342C	protein_coding	protein_coding
XV	968148	968474	-	YOR343C	YOR343C_mRNA	YOR343C	protein_coding	protein_coding
XV	976421	976493	+	tM(CAU)O2	tM(CAU)O2_tRNA	tM(CAU)O2	tRNA	tRNA
XV	977194	978069	-	YOR344C	YOR344C_mRNA	TYE7	protein_coding	protein_coding
XV	980683	980787	+	tP(UGG)O3	tP(UGG)O3_tRNA	tP(UGG)O3	tRNA	tRNA
XV	981812	982162	-	YOR345C	YOR345C_mRNA	YOR345C	protein_coding	protein_coding
XV	981828	984785	+	YOR346W	YOR346W_mRNA	YOR346W	protein_coding	protein_coding
XV	984942	986462	-	YOR347C	YOR347C_mRNA	YOR347C	protein_coding	protein_coding
XV	986899	988782	-	YOR348C	YOR348C_mRNA	YOR348C	protein_coding	protein_coding
XV	989789	992833	+	YOR349W	YOR349W_mRNA	YOR349W	protein_coding	protein_coding
XV	992864	994855	-	YOR350C	YOR350C_mRNA	YOR350C	protein_coding	protein_coding
XV	995018	996511	-	YOR351C	YOR351C_mRNA	MEK1	protein_coding	protein_coding
XV	997213	998244	+	YOR352W	YOR352W_mRNA	YOR352W	protein_coding	protein_coding
XV	998453	1000828	-	YOR353C	YOR353C_mRNA	YOR353C	protein_coding	protein_coding
XV	1001147	1003225	-	YOR354C	YOR354C_mRNA	YOR354C	protein_coding	protein_coding
XV	1005137	1006705	+	YOR355W	YOR355W_mRNA	YOR355W	protein_coding	protein_coding
XV	1007221	1009116	+	YOR356W	YOR356W_mRNA	YOR356W	protein_coding	protein_coding
XV	1009224	1009712	-	YOR357C	YOR357C_mRNA	SNX3	protein_coding	protein_coding
XV	1010161	1010889	+	YOR358W	YOR358W_mRNA	YOR358W	protein_coding	protein_coding
XV	1011189	1012760	+	YOR359W	YOR359W_mRNA	YOR359W	protein_coding	protein_coding
XV	1013241	1014821	-	YOR360C	YOR360C_mRNA	PDE2	protein_coding	protein_coding
XV	1015361	1017652	-	YOR361C	YOR361C_mRNA	PRT1	protein_coding	protein_coding
XV	1017880	1018746	-	YOR362C	YOR362C_mRNA	YOR362C	protein_coding	protein_coding
XV	1020222	1023212	-	YOR363C	YOR363C_mRNA	PIP2	protein_coding	protein_coding
XV	1023371	1023739	+	YOR364W	YOR364W_mRNA	YOR364W	protein_coding	protein_coding
XV	1023461	1025572	-	YOR365C	YOR365C_mRNA	YOR365C	protein_coding	protein_coding
XV	1025256	1025609	+	YOR366W	YOR366W_mRNA	YOR366W	protein_coding	protein_coding
XV	1026007	1026609	+	YOR367W	YOR367W_mRNA	YOR367W	protein_coding	protein_coding
XV	1026843	1028048	+	YOR368W	YOR368W_mRNA	YOR368W	protein_coding	protein_coding
XV	1028194	1028625	-	YOR369C	YOR369C_mRNA	RPS12	protein_coding	protein_coding
XV	1029183	1030994	-	YOR370C	YOR370C_mRNA	MRS6	protein_coding	protein_coding
XV	1031489	1034182	-	YOR371C	YOR371C_mRNA	GPB1	protein_coding	protein_coding
XV	1034807	1036471	-	YOR372C	YOR372C_mRNA	YOR372C	protein_coding	protein_coding
XV	1036834	1039389	+	YOR373W	YOR373W_mRNA	YOR373W	protein_coding	protein_coding
XV	1039840	1041399	+	YOR374W	YOR374W_mRNA	ALD4	protein_coding	protein_coding
XV	1041678	1043042	-	YOR375C	YOR375C_mRNA	GDH1	protein_coding	protein_coding
XV	1043191	1043559	+	YOR376W	YOR376W_mRNA	YOR376W	protein_coding	protein_coding
XV	1045196	1045351	+	YOR376W-A	YOR376W-A_mRNA	YOR376W-A	protein_coding	protein_coding
XV	1046226	1047803	+	YOR377W	YOR377W_mRNA	YOR377W	protein_coding	protein_coding
XV	1049511	1051058	+	YOR378W	YOR378W_mRNA	YOR378W	protein_coding	protein_coding
XV	1050726	1051064	-	YOR379C	YOR379C_mRNA	YOR379C	protein_coding	protein_coding
XV	1051290	1052930	+	YOR380W	YOR380W_mRNA	YOR380W	protein_coding	protein_coding
XV	1055545	1057680	+	YOR381W	YOR381W_mRNA	YOR381W	protein_coding	protein_coding
XV	1058423	1058590	+	YOR381W-A	YOR381W-A_mRNA	YOR381W-A	protein_coding	protein_coding
XV	1059531	1059992	+	YOR382W	YOR382W_mRNA	YOR382W	protein_coding	protein_coding
XV	1060441	1061055	-	YOR383C	YOR383C_mRNA	YOR383C	protein_coding	protein_coding
XV	1061564	1063648	+	YOR384W	YOR384W_mRNA	YOR384W	protein_coding	protein_coding
XV	1065043	1065915	+	YOR385W	YOR385W_mRNA	YOR385W	protein_coding	protein_coding
XV	1066839	1068536	+	YOR386W	YOR386W_mRNA	YOR386W	protein_coding	protein_coding
XV	1069621	1070241	-	YOR387C	YOR387C_mRNA	YOR387C	protein_coding	protein_coding
XV	1071793	1072923	-	YOR388C	YOR388C_mRNA	YOR388C	protein_coding	protein_coding
XV	1074213	1076087	+	YOR389W	YOR389W_mRNA	YOR389W	protein_coding	protein_coding
XV	1076784	1077911	+	YOR390W	YOR390W_mRNA	YOR390W	protein_coding	protein_coding
XV	1078545	1079258	-	YOR391C	YOR391C_mRNA	YOR391C	protein_coding	protein_coding
XV	1079282	1079725	+	YOR392W	YOR392W_mRNA	YOR392W	protein_coding	protein_coding
XV	1080276	1081589	+	YOR393W	YOR393W_mRNA	YOR393W	protein_coding	protein_coding
XV	1082718	1083212	+	YOR394W	YOR394W_mRNA	YOR394W	protein_coding	protein_coding
XV	1084202	1084369	-	YOR394C-A	YOR394C-A_mRNA	YOR394C-A	protein_coding	protein_coding
XV	1085473	1090863	+	YOR396W	YOR396W_mRNA	YOR396W	protein_coding	protein_coding
XV	1090015	1090497	-	YOR396C-A	YOR396C-A_mRNA	YOR396C-A	protein_coding	protein_coding
VII	2790	3932	+	YGL263W	YGL263W_mRNA	YGL263W	protein_coding	protein_coding
VII	5312	5839	+	YGL262W	YGL262W_mRNA	YGL262W	protein_coding	protein_coding
VII	6290	6652	-	YGL261C	YGL261C_mRNA	YGL261C	protein_coding	protein_coding
VII	6860	7090	+	YGL260W	YGL260W_mRNA	YGL260W	protein_coding	protein_coding
VII	8470	8967	+	YGL259W	YGL259W_mRNA	YGL259W	protein_coding	protein_coding
VII	9162	9395	+	YGL258W-A	YGL258W-A_mRNA	YGL258W-A	protein_coding	protein_coding
VII	11110	11730	+	YGL258W	YGL258W_mRNA	YGL258W	protein_coding	protein_coding
VII	12481	14157	-	YGL257C	YGL257C_mRNA	YGL257C	protein_coding	protein_coding
VII	15159	16307	+	YGL256W	YGL256W_mRNA	ADH4	protein_coding	protein_coding
VII	20978	22108	+	YGL255W	YGL255W_mRNA	YGL255W	protein_coding	protein_coding
VII	22304	23203	+	YGL254W	YGL254W_mRNA	FZF1	protein_coding	protein_coding
VII	23935	25395	+	YGL253W	YGL253W_mRNA	HXK2	protein_coding	protein_coding
VII	25718	27484	-	YGL252C	YGL252C_mRNA	YGL252C	protein_coding	protein_coding
VII	27921	31636	-	YGL251C	YGL251C_mRNA	HFM1	protein_coding	protein_coding
VII	31910	32635	+	YGL250W	YGL250W_mRNA	YGL250W	protein_coding	protein_coding
VII	33098	35212	+	YGL249W	YGL249W_mRNA	YGL249W	protein_coding	protein_coding
VII	33109	35013	-	RME3	RME3_ncRNA	RME3	ncRNA	ncRNA
VII	35653	36762	+	YGL248W	YGL248W_mRNA	YGL248W	protein_coding	protein_coding
VII	36933	37526	+	YGL247W	YGL247W_mRNA	YGL247W	protein_coding	protein_coding
VII	37617	38780	-	YGL246C	YGL246C_mRNA	YGL246C	protein_coding	protein_coding
VII	39023	41149	+	YGL245W	YGL245W_mRNA	GUS1	protein_coding	protein_coding
VII	41498	43174	+	YGL244W	YGL244W_mRNA	RTF1	protein_coding	protein_coding
VII	43307	44509	+	YGL243W	YGL243W_mRNA	YGL243W	protein_coding	protein_coding
VII	44652	45197	-	YGL242C	YGL242C_mRNA	YGL242C	protein_coding	protein_coding
VII	45445	48459	+	YGL241W	YGL241W_mRNA	YGL241W	protein_coding	protein_coding
VII	48613	49365	+	YGL240W	YGL240W_mRNA	DOC1	protein_coding	protein_coding
VII	49431	49745	-	YGL239C	YGL239C_mRNA	YGL239C	protein_coding	protein_coding
VII	49552	52434	+	YGL238W	YGL238W_mRNA	CSE1	protein_coding	protein_coding
VII	52731	53528	-	YGL237C	YGL237C_mRNA	YGL237C	protein_coding	protein_coding
VII	53787	55796	-	YGL236C	YGL236C_mRNA	MTO1	protein_coding	protein_coding
VII	55279	55815	+	YGL235W	YGL235W_mRNA	YGL235W	protein_coding	protein_coding
VII	56482	58890	+	YGL234W	YGL234W_mRNA	YGL234W	protein_coding	protein_coding
VII	59122	61854	+	YGL233W	YGL233W_mRNA	YGL233W	protein_coding	protein_coding
VII	62075	63002	+	YGL232W	YGL232W_mRNA	YGL232W	protein_coding	protein_coding
VII	63048	63620	-	YGL231C	YGL231C_mRNA	YGL231C	protein_coding	protein_coding
VII	63772	64215	-	YGL230C	YGL230C_mRNA	YGL230C	protein_coding	protein_coding
VII	64503	66959	-	YGL229C	YGL229C_mRNA	YGL229C	protein_coding	protein_coding
VII	67598	69331	+	YGL228W	YGL228W_mRNA	YGL228W	protein_coding	protein_coding
VII	69671	72547	+	YGL227W	YGL227W_mRNA	VID30	protein_coding	protein_coding
VII	72749	73158	-	YGL226C-A	YGL226C-A_mRNA	YGL226C-A	protein_coding	protein_coding
VII	73340	73711	+	YGL226W	YGL226W_mRNA	YGL226W	protein_coding	protein_coding
VII	73829	73902	-	tV(AAC)G3	tV(AAC)G3_tRNA	tV(AAC)G3	tRNA	tRNA
VII	76894	77907	+	YGL225W	YGL225W_mRNA	VRG4	protein_coding	protein_coding
VII	78015	78857	-	YGL224C	YGL224C_mRNA	SDT1	protein_coding	protein_coding
VII	79112	80365	-	YGL223C	YGL223C_mRNA	COG1	protein_coding	protein_coding
VII	80659	81186	-	YGL222C	YGL222C_mRNA	YGL222C	protein_coding	protein_coding
VII	81426	82292	-	YGL221C	YGL221C_mRNA	YGL221C	protein_coding	protein_coding
VII	82374	82736	+	YGL220W	YGL220W_mRNA	FRA2	protein_coding	protein_coding
VII	82878	84257	-	YGL219C	YGL219C_mRNA	MDM34	protein_coding	protein_coding
VII	83650	84300	+	YGL218W	YGL218W_mRNA	YGL218W	protein_coding	protein_coding
VII	84839	85180	-	YGL217C	YGL217C_mRNA	YGL217C	protein_coding	protein_coding
VII	84885	87302	+	YGL216W	YGL216W_mRNA	YGL216W	protein_coding	protein_coding
VII	87981	89339	+	YGL215W	YGL215W_mRNA	YGL215W	protein_coding	protein_coding
VII	90010	90495	+	YGL214W	YGL214W_mRNA	YGL214W	protein_coding	protein_coding
VII	90054	91247	-	YGL213C	YGL213C_mRNA	SKI8	protein_coding	protein_coding
VII	91432	92382	+	YGL212W	YGL212W_mRNA	VAM7	protein_coding	protein_coding
VII	92512	93591	+	YGL211W	YGL211W_mRNA	NCS6	protein_coding	protein_coding
VII	93792	94460	+	YGL210W	YGL210W_mRNA	YGL210W	protein_coding	protein_coding
VII	95858	97006	+	YGL209W	YGL209W_mRNA	MIG2	protein_coding	protein_coding
VII	97338	98585	+	YGL208W	YGL208W_mRNA	SIP2	protein_coding	protein_coding
VII	98969	102076	+	YGL207W	YGL207W_mRNA	SPT16	protein_coding	protein_coding
VII	102543	107504	-	YGL206C	YGL206C_mRNA	CHC1	protein_coding	protein_coding
VII	108158	110404	+	YGL205W	YGL205W_mRNA	POX1	protein_coding	protein_coding
VII	110625	110696	-	tH(GUG)G1	tH(GUG)G1_tRNA	tH(GUG)G1	tRNA	tRNA
VII	111700	112005	-	YGL204C	YGL204C_mRNA	YGL204C	protein_coding	protein_coding
VII	112475	114664	-	YGL203C	YGL203C_mRNA	YGL203C	protein_coding	protein_coding
VII	115488	115583	+	tK(UUU)G1	tK(UUU)G1_tRNA	tK(UUU)G1	tRNA	tRNA
VII	116059	117561	+	YGL202W	YGL202W_mRNA	YGL202W	protein_coding	protein_coding
VII	117854	120907	-	YGL201C	YGL201C_mRNA	YGL201C	protein_coding	protein_coding
VII	122269	122341	+	tK(CUU)G1	tK(CUU)G1_tRNA	tK(CUU)G1	tRNA	tRNA
VII	122694	123305	-	YGL200C	YGL200C_mRNA	EMP24	protein_coding	protein_coding
VII	123572	124042	-	YGL199C	YGL199C_mRNA	YGL199C	protein_coding	protein_coding
VII	123591	124298	+	YGL198W	YGL198W_mRNA	YGL198W	protein_coding	protein_coding
VII	124698	129161	+	YGL197W	YGL197W_mRNA	YGL197W	protein_coding	protein_coding
VII	129883	131169	+	YGL196W	YGL196W_mRNA	YGL196W	protein_coding	protein_coding
VII	131525	139543	+	YGL195W	YGL195W_mRNA	GCN1	protein_coding	protein_coding
VII	139719	139961	-	YGL194C-A	YGL194C-A_mRNA	YGL194C-A	protein_coding	protein_coding
VII	140368	141726	-	YGL194C	YGL194C_mRNA	HOS2	protein_coding	protein_coding
VII	141898	144120	-	RME2	RME2_ncRNA	RME2	ncRNA	ncRNA
VII	141916	142227	-	YGL193C	YGL193C_mRNA	YGL193C	protein_coding	protein_coding
VII	142246	144048	+	YGL192W	YGL192W_mRNA	IME4	protein_coding	protein_coding
VII	144808	145197	+	YGL191W	YGL191W_mRNA	YGL191W	protein_coding	protein_coding
VII	145809	147389	-	YGL190C	YGL190C_mRNA	YGL190C	protein_coding	protein_coding
VII	148229	148588	-	YGL189C	YGL189C_mRNA	RPS26A	protein_coding	protein_coding
VII	148824	148964	-	YGL188C-A	YGL188C-A_mRNA	YGL188C-A	protein_coding	protein_coding
VII	149343	149516	-	YGL188C	YGL188C_mRNA	YGL188C	protein_coding	protein_coding
VII	149704	150171	-	YGL187C	YGL187C_mRNA	YGL187C	protein_coding	protein_coding
VII	151037	152776	-	YGL186C	YGL186C_mRNA	YGL186C	protein_coding	protein_coding
VII	153167	154306	-	YGL185C	YGL185C_mRNA	YGL185C	protein_coding	protein_coding
VII	154615	156012	-	YGL184C	YGL184C_mRNA	YGL184C	protein_coding	protein_coding
VII	156543	157285	-	YGL183C	YGL183C_mRNA	YGL183C	protein_coding	protein_coding
VII	157273	157596	-	YGL182C	YGL182C_mRNA	YGL182C	protein_coding	protein_coding
VII	157906	159096	+	YGL181W	YGL181W_mRNA	GTS1	protein_coding	protein_coding
VII	160065	162758	+	YGL180W	YGL180W_mRNA	ATG1	protein_coding	protein_coding
VII	163409	165091	-	YGL179C	YGL179C_mRNA	YGL179C	protein_coding	protein_coding
VII	167352	170571	+	YGL178W	YGL178W_mRNA	MPT5	protein_coding	protein_coding
VII	167559	167906	+	YGL177W	YGL177W_mRNA	YGL177W	protein_coding	protein_coding
VII	171415	173079	-	YGL176C	YGL176C_mRNA	YGL176C	protein_coding	protein_coding
VII	173285	174322	-	YGL175C	YGL175C_mRNA	SAE2	protein_coding	protein_coding
VII	174545	175345	+	YGL174W	YGL174W_mRNA	BUD13	protein_coding	protein_coding
VII	175527	180113	-	YGL173C	YGL173C_mRNA	XRN1	protein_coding	protein_coding
VII	180700	182118	+	YGL172W	YGL172W_mRNA	NUP49	protein_coding	protein_coding
VII	182390	184084	+	YGL171W	YGL171W_mRNA	YGL171W	protein_coding	protein_coding
VII	184153	185394	-	YGL170C	YGL170C_mRNA	YGL170C	protein_coding	protein_coding
VII	185714	185786	-	tK(CUU)G2	tK(CUU)G2_tRNA	tK(CUU)G2	tRNA	tRNA
VII	186059	187339	+	YGL169W	YGL169W_mRNA	YGL169W	protein_coding	protein_coding
VII	187464	187796	+	YGL168W	YGL168W_mRNA	YGL168W	protein_coding	protein_coding
VII	187616	190468	-	YGL167C	YGL167C_mRNA	PMR1	protein_coding	protein_coding
VII	191129	191806	+	YGL166W	YGL166W_mRNA	CUP2	protein_coding	protein_coding
VII	191398	191976	-	YGL165C	YGL165C_mRNA	YGL165C	protein_coding	protein_coding
VII	191978	193300	-	YGL164C	YGL164C_mRNA	YGL164C	protein_coding	protein_coding
VII	193707	196403	-	YGL163C	YGL163C_mRNA	RAD54	protein_coding	protein_coding
VII	198138	199037	+	YGL162W	YGL162W_mRNA	YGL162W	protein_coding	protein_coding
VII	199210	200142	-	YGL161C	YGL161C_mRNA	YGL161C	protein_coding	protein_coding
VII	200561	202273	+	YGL160W	YGL160W_mRNA	YGL160W	protein_coding	protein_coding
VII	202721	203833	+	YGL159W	YGL159W_mRNA	YGL159W	protein_coding	protein_coding
VII	205521	205634	+	tL(CAA)G1	tL(CAA)G1_tRNA	tL(CAA)G1	tRNA	tRNA
VII	207033	208571	+	YGL158W	YGL158W_mRNA	YGL158W	protein_coding	protein_coding
VII	209006	210049	+	YGL157W	YGL157W_mRNA	YGL157W	protein_coding	protein_coding
VII	210416	213667	+	YGL156W	YGL156W_mRNA	YGL156W	protein_coding	protein_coding
VII	214081	215211	+	YGL155W	YGL155W_mRNA	CDC43	protein_coding	protein_coding
VII	215278	216096	-	YGL154C	YGL154C_mRNA	YGL154C	protein_coding	protein_coding
VII	216273	217298	+	YGL153W	YGL153W_mRNA	YGL153W	protein_coding	protein_coding
VII	216692	217369	-	YGL152C	YGL152C_mRNA	YGL152C	protein_coding	protein_coding
VII	217524	220922	+	YGL151W	YGL151W_mRNA	NUT1	protein_coding	protein_coding
VII	221104	225573	-	YGL150C	YGL150C_mRNA	YGL150C	protein_coding	protein_coding
VII	225572	225877	+	YGL149W	YGL149W_mRNA	YGL149W	protein_coding	protein_coding
VII	226399	227529	+	YGL148W	YGL148W_mRNA	YGL148W	protein_coding	protein_coding
VII	227754	228329	-	YGL147C	YGL147C_mRNA	RPL9A	protein_coding	protein_coding
VII	228751	229686	-	YGL146C	YGL146C_mRNA	YGL146C	protein_coding	protein_coding
VII	230243	232348	+	YGL145W	YGL145W_mRNA	TIP20	protein_coding	protein_coding
VII	232450	234507	-	YGL144C	YGL144C_mRNA	YGL144C	protein_coding	protein_coding
VII	234717	235958	-	YGL143C	YGL143C_mRNA	YGL143C	protein_coding	protein_coding
VII	236269	238119	-	YGL142C	YGL142C_mRNA	YGL142C	protein_coding	protein_coding
VII	238353	241085	+	YGL141W	YGL141W_mRNA	YGL141W	protein_coding	protein_coding
VII	241353	245012	-	YGL140C	YGL140C_mRNA	YGL140C	protein_coding	protein_coding
VII	245716	248124	+	YGL139W	YGL139W_mRNA	FLC3	protein_coding	protein_coding
VII	248494	249531	-	YGL138C	YGL138C_mRNA	YGL138C	protein_coding	protein_coding
VII	249869	252738	+	YGL137W	YGL137W_mRNA	YGL137W	protein_coding	protein_coding
VII	252897	253859	-	YGL136C	YGL136C_mRNA	YGL136C	protein_coding	protein_coding
VII	254641	255294	+	YGL135W	YGL135W_mRNA	RPL1B	protein_coding	protein_coding
VII	255663	256964	+	YGL134W	YGL134W_mRNA	YGL134W	protein_coding	protein_coding
VII	257707	261501	+	YGL133W	YGL133W_mRNA	YGL133W	protein_coding	protein_coding
VII	261580	261915	+	YGL132W	YGL132W_mRNA	YGL132W	protein_coding	protein_coding
VII	261648	265859	-	YGL131C	YGL131C_mRNA	YGL131C	protein_coding	protein_coding
VII	266145	267524	+	YGL130W	YGL130W_mRNA	YGL130W	protein_coding	protein_coding
VII	267723	269075	-	YGL129C	YGL129C_mRNA	YGL129C	protein_coding	protein_coding
VII	269293	270144	-	YGL128C	YGL128C_mRNA	YGL128C	protein_coding	protein_coding
VII	270392	270775	-	YGL127C	YGL127C_mRNA	SOH1	protein_coding	protein_coding
VII	270997	272139	+	YGL126W	YGL126W_mRNA	SCS3	protein_coding	protein_coding
VII	272520	274322	+	YGL125W	YGL125W_mRNA	MET13	protein_coding	protein_coding
VII	274780	276714	-	YGL124C	YGL124C_mRNA	MON1	protein_coding	protein_coding
VII	277617	278381	+	YGL123W	YGL123W_mRNA	RPS2	protein_coding	protein_coding
VII	277634	277864	-	YGL123C-A	YGL123C-A_mRNA	YGL123C-A	protein_coding	protein_coding
VII	278946	280523	-	YGL122C	YGL122C_mRNA	YGL122C	protein_coding	protein_coding
VII	280777	281157	-	YGL121C	YGL121C_mRNA	YGL121C	protein_coding	protein_coding
VII	281634	283937	-	YGL120C	YGL120C_mRNA	PRP43	protein_coding	protein_coding
VII	284442	285947	+	YGL119W	YGL119W_mRNA	COQ8	protein_coding	protein_coding
VII	287350	287455	-	tW(CCA)G1	tW(CCA)G1_tRNA	tW(CCA)G1	tRNA	tRNA
VII	288014	288451	-	YGL118C	YGL118C_mRNA	YGL118C	protein_coding	protein_coding
VII	288512	289309	+	YGL117W	YGL117W_mRNA	YGL117W	protein_coding	protein_coding
VII	289809	291641	+	YGL116W	YGL116W_mRNA	CDC20	protein_coding	protein_coding
VII	292033	293001	+	YGL115W	YGL115W_mRNA	SNF4	protein_coding	protein_coding
VII	293460	295637	+	YGL114W	YGL114W_mRNA	YGL114W	protein_coding	protein_coding
